doi,title,abstract
10.1101/2023.01.06.23284273,A simplification of the Kaiser Permanente inpatient risk adjustment methodology accurately predicted in-hospital mortality: A retrospective cohort study,"ObjectiveWe simplified and evaluated the Kaiser Permanente inpatient risk adjustment methodology (KP method) to predict in-hospital mortality, using open-source tools to measure comorbidity and diagnosis groups, and removing troponin, which is difficult to standardize across clinical assays.

Study Design and SettingRetrospective cohort study of adult general medical inpatients at 7 hospitals in Ontario, Canada.

ResultsIn 206,155 unique hospitalizations with 6.9% in-hospital mortality, the simplified KP method accurately predicted the risk of mortality. Bias-corrected c-statistics were 0.874 (95%CI 0.872-0.877) with troponin and 0.873 (95%CI 0.871-0.876) without troponin, and calibration was excellent for both approaches. Discrimination and calibration were similar with and without troponin for patients with heart failure and acute myocardial infarction. The Laboratory-based Acute Physiology Score (LAPS, a component of the KP method) predicted inpatient mortality on its own with and without troponin with bias-corrected c-statistics of 0.687 (95%CI 0.682-0.692) and 0.680 (95%CI 0.675-0.685), respectively. LAPS was well calibrated, except at very high scores.

ConclusionA simplification of the KP method accurately predicted in-hospital mortality risk in an external general medicine cohort. Without troponin, and using common open-source tools, the KP method can be implemented for risk adjustment in a wider range of settings."
10.1101/2023.01.09.23284337,SARS-CoV-2 molecular testing and whole genome sequencing following RNA recovery from used BinaxNOW COVID-19 Antigen Self Tests,"Widespread use of over-the-counter rapid diagnostic tests for SARS-CoV-2 has led to a decrease in availability of clinical samples for viral genomic surveillance. As an alternative sample source, we evaluated RNA isolated from BinaxNOW swabs stored at ambient temperature for SARS-CoV-2 rRT-PCR and full viral genome sequencing. 81 of 103 samples (78.6%) yielded detectable RNA, and 46 of 57 samples (80.7 %) yielded complete genome sequences. Our results illustrate that SARS-CoV-2 RNA extracted from used Binax test swabs provides an important opportunity for improving SARS-CoV-2 genomic surveillance, evaluating transmission clusters, and monitoring within-patient evolution."
10.1101/2023.01.09.23284335,Vaccine effectiveness of primary and booster COVID-19 vaccinations against SARS-CoV-2 infection in the Netherlands from 12 July 2021 to 6 June 2022: a prospective cohort study,"IntroductionMonitoring of COVID-19 vaccine effectiveness (VE) is needed to inform vaccine policy. We estimated VE of primary vaccination, and first and second booster vaccination, against SARS-CoV-2 infection overall, and in four risk groups defined by age and medical risk condition, in the Delta and Omicron BA.1/BA.2 periods.

MethodsVASCO is an ongoing prospective cohort study among vaccinated and unvaccinated Dutch adults. The primary endpoint was a self-reported positive SARS-CoV-2 test during 12 July 2021-6 June 2022. Participants with a prior SARS-CoV-2 infection, based on a positive test or serology, were excluded. We used Cox proportional hazard models with vaccination status as time-varying exposure and adjustment for age, sex, educational level, and medical risk condition. We stratified by Delta and Omicron BA.1/BA.2 periods, risk group, and time since vaccination.

Results37,170 participants (mean age 57 years) were included. In the Delta period, VE <6 weeks after primary vaccination was 80% (95%CI 69-87) and decreased to 71% (65-77) after 6 months. VE increased to 96% (86-99) shortly after the first booster vaccination. In the Omicron period these estimates were 46% (22-63), 25% (8-39) and 57% (52-62), respectively. VE was 50% (34-62) <6 weeks after a second booster vaccination in participants aged [&ge;]60 years. For the Omicron period, an interaction term between vaccination status and risk group significantly improved the model (p<0.001), with generally lower VEs for those with a medical risk condition.

ConclusionsOur results show the benefit of booster vaccinations against infection, also in risk groups, although the additional protection wanes quite rapidly.

SummaryThis prospective cohort study contributes to vaccine policy of COVID-19 by showing the benefit of booster vaccination in preventing SARS-CoV-2 infections, also in risk groups in which protection was generally lower, although the additional protection was rather short-lived."
10.1101/2023.01.09.23284327,Vaccine effectiveness against severe COVID-19 during the Omicron wave in Germany: Results from the COViK study,"PurposeCOViK - a prospective hospital-based multicenter case-control study in Germany - aims to assess the effectiveness of COVID-19 vaccines against severe disease. Here, we report vaccine effectiveness (VE) against COVID-19-caused hospitalization and intensive care treatment during the Omicron wave.

MethodsWe analyzed data from 276 cases with COVID-19 and 494 control patients recruited in 13 hospitals from 1 December 2021 to 5 September 2022. We calculated crude and confounder-adjusted VE estimates.

Results21% of cases (57/276) were not vaccinated, compared to 5% of controls (26/494; p < 0.001). Confounder-adjusted VE against COVID-19-caused hospitalization was 55.4% (95% CI: 12-78%), 81.5% (95% CI: 68-90%) and 95.6% (95%CI: 88-99%) after two, three and four vaccine doses, respectively. VE against hospitalization due to COVID-19 remained stable up to one year after three vaccine doses.

ConclusionThree vaccine doses remained highly effective in preventing severe disease and this protection was sustained; a fourth dose further increased protection.

Ethical review and trial registrationThe study was approved by the Ethics Committee of the Charite Universitatsmedizin, Berlin (EA1/063/21) and was registered at ""Deutsches Register Klinischer Studien"" (DRKS00025004).

Potential conflicts of interestS. G. received payment/honoraria from Astra Zeneca, Boehringer Ingelheim, Roche Pharma, Novartis and Berlin Chemie, this had no influence on this work; all other authors reported no conflicts of interest."
10.1101/2023.01.09.23284329,Prevalence of undiagnosed hypertension and prehypertension among bankers of Bangladesh: a cross-sectional study,"ObjectiveBankers lead a sedentary and highly stressful life that often leads to developing noncommunicable diseases (NCDs) such as hypertension, diabetes, mental disorders, etc. The study aims to assess the prevalence of undiagnosed hypertension and prehypertension among bankers in Bangladesh.

MethodsData from 365 bankers from five public and private banks in Bangladesh were collected using a pretested semistructured questionnaire. Prehypertension was defined as having systolic blood pressure of 120-139 mmHg and diastolic blood pressure of 80-89 mmHg. Multivariate logistic regression models were created to investigate the factors associated with them.

ResultsThe prevalence of undiagnosed hypertension and prehypertension were 22.5% and 55.3%, respectively. Most of the bankers were males and 35-44 years of age. The risk of hypertension and prehypertension was significantly higher among males (OR, 16.59; OR, 6.42), longer duration of services (F, 3.56), prolonged working hours (OR, 3.8; OR, 3.09), smoking (OR, 6.18; OR, 3.43), overweight (OR, 6.81; OR, 2.41) and obese (OR, 8.94; OR, 3.36) bankers, respectively. After controlling for all confounders, the predictors of hypertension were males (aOR, 12.8; CI, 2.73-60.02), current smokers (aOR,2.87; CI, 1.03-8), overweight (aOR,5.11; CI, 1.46-17.93), and obesity (aOR, 9.59; CI, 2.41-38.22). For prehypertension, males (aOR, 9.72; CI, 3.06-30.87) and obesity (aOR, 3.95; CI, 1.52-10.25) were found as predictors.

ConclusionMore than three fourth of bankers in Bangladesh have either undiagnosed hypertension or prehypertension associated with several contributing factors to occur. A large-scale study is recommended to understand the clear picture of the overall NCD risk factors burden among bankers in Bangladesh.

WHAT IS ALREADY KNOWN ON THIS TOPICThe prevalence of hypertension and prehypertension are already higher in Bangladesh. Sedentary lifestyles and work stress make bankers a vulnerable community to developing these NCD risk factors.

WHAT THIS STUDY ADDSO_LIBankers have a higher prevalence of undiagnosed hypertension and prehypertension in Bangladesh.
C_LIO_LISeveral factors gender, long duration of service, prolonged working hours, and physical inactivity leading to overweight or obesity were found to be significant predictors of developing them.
C_LI

HOW THIS STUDY MIGHT AFFECT RESEARCH, PRACTICE OR POLICYThis research suggests that it is now a national demand to conduct large scale surveys to assess the NCD risk factors burden among high risk occupational groups like bankers."
10.1101/2023.01.09.23284342,"Effectiveness of inactivated COVID-19 vaccines against SARS-CoV-2 infections among healthcare personnel in Pakistan: a test-negative, case-control study.","ObjectiveDuring the COVID-19 pandemic, several vaccines that were efficacious in randomized controlled trials (RCTs) were authorized for mass vaccination. In developing countries, inactivated vaccines were widely administered. While inactivated vaccines have been deemed effective in reducing disease severity, for healthcare personnel (HCPs), effectiveness against COVID-19 infections is also essential to reduce the risk to vulnerable patients and ensure a stable healthcare workforce. In addition, there are limited studies examining inactivated vaccines effectiveness against emerging SARS-CoV-2 variants in real-world settings. We aimed to estimate the effectiveness of inactivated vaccines (BBIBP-CorV and CoronaVac) against RT-PCR-confirmed COVID-19 infections among HCPs in the setting of emerging SARS-CoV-2 variants in Pakistan.

Design, setting and participantsA retrospective matched test-negative case-control analysis of existing data of HCPs at a private healthcare system in Pakistan.

MethodsHCPs tested between April 1 and September 30, 2021, were included. Each case was matched to two to six controls by the date of the RT-PCR test ({+/-} 7 days) to reduce bias. We compared demographics, reasons for testing, and vaccination status between cases and controls using chi-square for categorical variables and t-test for continuous-level data. The odds of getting a PCR-confirmed SARS-COV-2 infection were calculated using conditional logistic regression, after adjusting for age, gender, and work area. Vaccine effectiveness (VE) was calculated as percent VE using (1-OR)*100.

ResultsInactivated vaccines were ineffective against COVID-19 infections [&ge;] 14 days after receiving the first dose [VE: 20% (95% CI: -10, 41; p=0.162)]. The vaccines showed modest effectiveness [&ge;] 14 days after the second dose against COVID-19 infections [VE: 33% (95% CI: 11, 50; p=0.006)], and symptomatic COVID-19 infections [VE: 36% (95% CI: 10, 54; p=0.009)].

ConclusionsInactivated vaccines show modest effectiveness against COVID-19 infections in the setting of emerging VOCs. This builds a strong case for boosters and/or additional vaccination."
10.1101/2023.01.19.23284803,Evaluation of Potential Adverse Events Following COVID-19 mRNA Vaccination Among Adults Aged 65 Years and Older: A Self-Controlled Study in the U.S.,"BackgroundOur near-real-time safety monitoring of 16 adverse events (AEs) following COVID-19 mRNA vaccination identified potential elevations in risk for six AEs following primary series and monovalent booster dose administration. The crude association with AEs does not imply causality. Accordingly, we conducted robust evaluations of the potential associations.

MethodsWe conducted self-controlled case series studies of COVID-19 mRNA vaccines (BNT162b2 and mRNA-1273) in U.S. Medicare beneficiaries aged 65 years and older. Adjusted incidence rate ratio (IRRs) and 95% confidence intervals (CIs) were estimated following primary series doses for acute myocardial infarction (AMI), pulmonary embolism (PE), immune thrombocytopenia (ITP), disseminated intravascular coagulation (DIC); and following booster doses for AMI, PE, ITP, Bell  s Palsy (BP) and Myocarditis/Pericarditis (Myo/Peri).

ResultsAmong 3,360,981 individuals who received 6,388,542 primary series doses and 6,156,100 individuals with monovalent booster doses of either BNT162b2 or mRNA-1273, AE counts were: AMI (3,653 primary series, 16,042 booster), inpatient PE (2,470 primary, 5,085 booster), ITP (1,085 primary, 88 booster), DIC (254 primary), BP (3,268 booster), and Myo/Peri (1,295 booster). The IRR for inpatient PE cases following BNT162b2 primary series and booster was 1.19 (95% CI: 1.03 to 1.38) and 0.86 (95% CI: 0.78 to 0.95), respectively; and for mRNA-1273 primary series and booster, 1.15 (95% CI: 0.94 to 1.41) and 0.87 (95% CI: 0.79 to 0.96), respectively. The IRR for BP following BNT162b2 and mRNA-1273 booster was 1.17 (95% CI: 1.06 to 1.29) and 1.16 (95% CI: 1.05 to 1.29), respectively.

ConclusionIn these two studies of the U.S. elderly we did not find an increased risk for AMI, ITP, DIC, and Myo/Peri; the results were not consistent for PE; and there was a small elevated risk of BP after exposure to COVID-19 mRNA vaccines. These results support the favorable safety profile of COVID-19 mRNA vaccines administered in the elderly.

HIGHLIGHTSThere was no increased risk for four of six outcomes following COVID-19 monovalent mRNA vaccines. There was a small elevated risk of Bell  s Palsy after exposure to COVID-19 monovalent mRNA vaccines. Risk of pulmonary embolism was not consistent after exposure to COVID-19 monovalent mRNA vaccines."
10.1101/2023.01.20.23284754,Clinical Testing of Pediatric Mpox Specimens: Unique Features and Challenges in a Low Prevalence Population,"BACKGROUNDPediatric mpox cases comprise less than 0.3% of the total cases reported in the United States during the global 2022 outbreak. As a result, relatively little is known about the epidemiology or performance characteristics of clinical testing in this group.

METHODSWe retrospectively extracted and analyzed results for pediatric mpox specimens tested at a national reference laboratory from July to December 2022.

RESULTSDuring our study period 13.4% (2,063/15,385) of specimens were from individuals <18 years of age. The positivity rate of pediatric specimens was significantly lower than in adults (1.3% vs 22.3%). The pediatric cohort also consisted of a higher percentage of females (42.7% vs 31.0%) and lower percentage of specimens from genital sources (9.0% vs 19.7%) as compared to adults. In children, specimens were most frequently collected from 1-year-olds (10.1%) and least frequently from 11-year-olds (3.5%). Positivity rates were disproportionately elevated in the less than 1-year and 17-year-old age groups (7.8% and 6.4%, respectively). Ct values of positive cases were not statistically different between pediatric and adult cohorts (25.2 vs 22.2, p>0.05). When all pediatric cases with an initial positive mpox result were examined, 5/26 were classified as inconclusive and 2/26 were determined to be false positives. Based on these results, the positive predictive value of monkeypox virus detection was 90.5% (95% CI: 70.4-97.4%) in children.

CONCLUSIONThese results highlight important differences between pediatric and adult mpox populations and reinforce the need for clinical correlation when reporting positive results from a low prevalence population."
10.1101/2023.01.21.23284855,Safety of bivalent omicron-containing mRNA-booster vaccines: a nationwide cohort study,"BackgroundSafety data to support bivalent omicron-containing mRNA-booster vaccination are lacking.

MethodsIn a Danish nationwide cohort study from 1 January 2021 to 10 December 2022, we examined the association between bivalent omicron-containing mRNA-booster vaccination as a fourth Covid-19 vaccine dose and risk of adverse events in individuals aged [&ge;]50 years. Using incidence rate ratios estimated with Poisson regression, we compared the rates of hospital visits for 27 different adverse events in a 28-day main risk period following vaccination with a bivalent omicron-containing mRNA-booster vaccine as a fourth dose to reference period rates from day 29 after the third or fourth vaccine dose and onward. Secondary analyses included stratifying by sex, age, and vaccine type and assessing the associations using self-controlled case series and observed vs. expected cohort analyses.

Results1,740,417 individuals (mean age 67.8 years, standard deviation 10.7) received a bivalent omicron-containing mRNA-booster vaccine as a fourth dose. Fourth dose vaccination with a bivalent omicron-containing booster did not statistically significantly increase the rate of any of the 27 adverse outcomes within 28 days, nor when analyzed according to age, sex, vaccine type, or using alternative analytical approaches. However, post-hoc analysis detected signals for myocarditis (statistically significantly so in females), although the outcome was very rare and findings were based on few cases. No risk of cerebrovascular infarction was found.

ConclusionsBivalent omicron-containing mRNA-booster vaccination as a fourth dose was not associated with an increased risk of 27 different adverse events in 50+-year-olds."
10.1101/2022.01.20.22269601,Multiomic Body Mass Index signatures in blood reveal clinically relevant population heterogeneity and variable responses to a healthy lifestyle intervention,"Multiomic profiling can reveal population heterogeneity for both health and disease states. Obesity drives a myriad of metabolic perturbations in individuals and is a risk factor for multiple chronic diseases. Here, we report a global atlas of cross-sectional and longitudinal changes in 1,111 blood analytes associated with variation in Body Mass Index (BMI), as well as the multiomic associations with host polygenic risk scores and gut microbiome composition, from a cohort of 1,277 individuals enrolled in a wellness program. Machine learning model predictions of BMI from blood multiomics captured heterogeneous phenotypic states of host metabolism and gut microbiome composition, better than classically-measured BMI. Moreover, longitudinal analyses identified variable BMI trajectories for different omics measures in response to a healthy lifestyle intervention; metabolomics-inferred BMI decreased to a greater extent than actual BMI, while proteomics-inferred BMI exhibited greater resistance to change. Our analyses further revealed blood analyte-analyte associations that were significantly modified by metabolomics-inferred BMI and partially reversed in the metabolically obese population during the intervention. Taken together, our findings provide a blood atlas of the molecular perturbations associated with changes in obesity status, serving as a valuable resource to robustly quantify metabolic health for predictive and preventive medicine."
10.1101/2023.01.24.23284917,Modeling the impact of xenointoxication in dogs to halt Trypanosoma cruzi transmission,"BackgroundChagas disease, a vector-borne parasitic disease caused by Trypanosoma cruzi, affects millions in the Americas. Dogs are important reservoirs of the parasite. Under laboratory conditions, canine treatment with the systemic insecticide fluralaner demonstrated efficacy in killing Triatoma infestans and T. brasiliensis, T. cruzi vectors, when they feed on dogs. This form of pest control is called xenointoxication. However, T. cruzi can also be transmitted orally when mammals ingest infected bugs, so there is potential for dogs to become infected upon consuming infected bugs killed by the treatment. Xenointoxication thereby has two contrasting effects on dogs: decreasing the number of insects feeding on the dogs but increasing opportunities for exposure to T. cruzi via oral transmission to dogs ingesting infected insects.

ObjectiveExamine the potential for increased infection rates of T. cruzi in dogs following xenointoxication.

Design/MethodsWe built a deterministic mathematical model, based on the Ross-MacDonald malaria model, to investigate the net effect of fluralaner treatment on the prevalence of T. cruzi infection in dogs in different epidemiologic scenarios. We drew upon published data on the change in percentage of bugs killed that fed on treated dogs over days post treatment. Parameters were adjusted to mimic three scenarios of T. cruzi transmission: high and low disease prevalence and domestic vectors, and low disease prevalence and sylvatic vectors.

ResultsIn regions with high endemic disease prevalence in dogs and domestic vectors, prevalence of infected dogs initially increases but subsequently declines before eventually rising back to the initial equilibrium following one fluralaner treatment. In regions of low prevalence and domestic or sylvatic vectors, however, treatment seems to be detrimental. In these regions our models suggest a potential for a rise in dog prevalence, due to oral transmission from dead infected bugs.

ConclusionXenointoxication could be a beneficial and novel One Health intervention in regions with high prevalence of T. cruzi and domestic vectors. In regions with low prevalence and domestic or sylvatic vectors, there is potential harm. Field trials should be carefully designed to closely follow treated dogs and include early stopping rules if incidence among treated dogs exceeds that of controls.

Author summaryChagas disease, caused by the parasite Trypanosoma cruzi, is transmitted via triatomine insect vectors. In Latin America, dogs are a common feeding source for triatomine vectors and subsequently an important reservoir of T. cruzi. One proposed intervention to reduce T. cruzi transmission is xenointoxication: treating dogs with oral insecticide to kill triatomine vectors in order to decrease overall T. cruzi transmission. Fluralaner, commonly administered to prevent ectoparasites such as fleas and ticks, is effective under laboratory conditions against the triatomine vectors. One concern with fluralaner treatment is that rapid death of the insect vectors may make the insects more available to oral ingestion by dogs; a more effective transmission pathway than stercorarian, the usual route for T. cruzi transmission. Using a mathematical model, we explored 3 different epidemiologic scenarios: high prevalence endemic disease within a domestic T. cruzi cycle, low prevalence endemic disease within a domestic T. cruzi cycle, and low prevalence endemic disease within a semi-sylvatic T. cruzi cycle. We found a range of beneficial to detrimental effects of fluralaner xenointoxication depending on the epidemiologic scenario. Our results suggest that careful field trials should be designed and carried out before wide scale implementation of fluralaner xenointoxication to reduce T. cruzi transmission."
10.1101/2023.01.23.23284777,Cluster Analysis to Find Temporal Physical Activity Patterns Among US Adults,"Physical activity (PA) is known to be a risk factor for obesity and chronic diseases such as diabetes and metabolic syndrome. Few attempts have been made to pattern the time of physical activity while incorporating intensity and duration in order to determine the relationship of this multi-faceted behavior with health. In this paper, we explore a distance-based approach for clustering daily physical activity time series to estimate temporal physical activity patterns among U.S. adults (ages 20-65) from the National Health and Nutrition Examination Survey 2003-2006 (NHANES). A number of distance measures and distance-based clustering methods were investigated and compared using various metrics. These metrics include the Silhouette and the Dunn Index (internal criteria), and the associations of the clusters with health status indicators (external criteria). Our experiments indicate that using a distance-based cluster analysis approach to estimate temporal physical activity patterns through the day, has the potential to describe the complexity of behavior rather than characterizing physical activity patterns solely by sums or labels of maximum activity levels."
10.1101/2023.01.24.23284916,"Real-world effectiveness of molnupiravir, nirmatrelvir-ritonavir, and sotrovimab on preventing hospital admission among higher-risk patients with COVID-19 in Wales: a retrospective cohort study","ObjectiveTo compare the effectiveness of molnupiravir, nirmatrelvir-ritonavir, and sotrovimab with no treatment in preventing hospital admission or death in higher-risk patients infected with SARS-CoV-2 in the community.

DesignRetrospective cohort study of non-hospitalised adult patients with COVID-19 using the Secure Anonymised Information Linkage (SAIL) Databank.

SettingA real-world cohort study was conducted within the SAIL Databank (a secure trusted research environment containing anonymised, individual, population-scale electronic health record (EHR) data) for the population of Wales, UK.

ParticipantsAdult patients with COVID-19 in the community, at higher risk of hospitalisation and death, testing positive for SARS-CoV-2 between 16th December 2021 and 22nd April 2022.

InterventionsMolnupiravir, nirmatrelvir-ritonavir, and sotrovimab given in the community by local health boards and the National Antiviral Service in Wales.

Main outcome measuresAll-cause admission to hospital or death within 28 days of a positive test for SARS-CoV-2.

Statistical analysisCox proportional hazard model with treatment status (treated/untreated) as a time-dependent covariate and adjusted for age, sex, number of comorbidities, Welsh Index of Multiple Deprivation, and vaccination status. Secondary subgroup analyses were by treatment type, number of comorbidities, and before and on or after 20th February 2022, when omicron BA.1 and omicron BA.2 were the dominant subvariants in Wales.

ResultsBetween 16th December 2021 and 22nd April 2022, 7,103 higher-risk patients were eligible for inclusion in the study. Of these, 2,040 received treatment with molnupiravir (359, 17.6%), nirmatrelvir-ritonavir (602, 29.5%), or sotrovimab (1,079, 52.9%). Patients in the treatment group were younger (mean age 53 vs 57 years), had fewer comorbidities, and a higher proportion had received four or more doses of the COVID-19 vaccine (36.3% vs 17.6%).

Within 28 days of a positive test, 628 (9.0%) patients were admitted to hospital or died (84 treated and 544 untreated). The primary analysis indicated a lower risk of hospitalisation or death at any point within 28 days in treated participants compared to those not receiving treatment. The adjusted hazard rate was 35% (95% CI: 18-49%) lower in treated than untreated participants. There was no indication of the superiority of one treatment over another and no evidence of a reduction in risk of hospitalisation or death within 28 days for patients with no or only one comorbidity. In patients treated with sotrovimab, the event rates before and on or after 20th February 2022 were similar (5.0% vs 4.9%) with no significant difference in the hazard ratios for sotrovimab between the time periods.

ConclusionsIn higher-risk adult patients in the community with COVID-19, those who received treatment with molnupiravir, nirmatrelvir-ritonavir, or sotrovimab were at lower risk of hospitalisation or death than those not receiving treatment."
10.1101/2023.01.24.23284935,Incorporating interactions into structured life course modelling approaches: A simulation study and applied example of the role of access to green space and socioeconomic position on cardiometabolic health,"BackgroundStructured life course modelling approaches (SLCMA) have been developed to understand how exposures across the lifespan relate to later health, but have primarily been restricted to single exposures. As multiple exposures can jointly impact health, here we: i) demonstrate how to extend SLCMA to include exposure interactions; ii) conduct a simulation study investigating the performance of these methods; and iii) apply these methods to explore associations of access to green space, and its interaction with socioeconomic position, with child cardiometabolic health.

MethodsWe used three methods, all based on lasso regression, to select the most plausible life course model: visual inspection, information criteria and cross-validation. The simulation study assessed the ability of these approaches to detect the correct interaction term, while varying parameters which may impact power (e.g., interaction magnitude, sample size, exposure collinearity). Methods were then applied to data from a UK birth cohort.

ResultsThere were trade-offs between false negatives and false positives in detecting the true interaction term for different model selection methods. Larger sample size, lower exposure collinearity, centering exposures, continuous outcomes and a larger interaction effect all increased power. In our applied example we found little-to-no association between access to green space, or its interaction with socioeconomic position, and child cardiometabolic outcomes.

ConclusionsIncorporating interactions between multiple exposures is an important extension to SLCMA. The choice of method depends on the researchers assessment of the risks of under-vs over-fitting. These results also provide guidance for improving power to detect interactions using these methods.

Key messagesO_LIIn life course epidemiology, it is important to consider how multiple exposures over the lifespan may jointly influence health.
C_LIO_LIWe demonstrate how to extend current structured life course modelling approaches to include interactions between multiple different exposures.
C_LIO_LIA simulation study comparing different methods to detect a true interaction effect found a trade-off between false positives and false negatives, suggesting that the optimal choice of method may depend on the researchers assessment of this trade-off (e.g., exploratory studies may prefer a greater risk of false positives, while confirmatory studies may prefer to minimise the risk of false positives).
C_LIO_LIWe identified key factors that improve power to detect a true interaction effect, namely larger sample sizes, centering exposures, lower exposure collinearity, continuous outcomes and larger interaction effect sizes.
C_LIO_LIWe applied these methods in a UK birth cohort (ALSPAC; Avon Longitudinal Study of Parents and Children), finding little-to-no evidence of an association between access to green space and its interaction with socioeconomic position on child BMI, obesity or blood pressure.
C_LI"
10.1101/2021.03.16.21253603,Faecal shedding models for SARS-CoV-2 RNA amongst hospitalised patients and implications for wastewater-based epidemiology,"SummaryThe concentration of SARS-CoV-2 RNA in faeces is not well established, posing challenges for wastewater-based surveillance of COVID-19 and risk assessments of environmental transmission. We develop versatile hierarchical models for faecal RNA shedding and apply them to data collected in six studies. We find that the mean number of gene copies per mL of faeces is 1.9 x 106 (2.3 x 105-2.0 x 108 95% credible interval) among unvaccinated hospitalised patients. Using Bayesian model comparison, we find no evidence for a subpopulation of patients who do not shed RNA: limits of quantification can account for negative stool samples. Our models indicate that hospitalised patients represent the tail of the shedding profile with a half-life of 34 hours (28-43 95% credible interval), suggesting that wastewater-based surveillance signals are more indicative of incidence than prevalence and can be a leading indicator of clinical presentation. Shedding among inpatients cannot explain high RNA concentrations observed in wastewater, consistent with more abundant shedding during the early infection course. We show that the models generalise and can predict summary statistics of held-out clinical datasets. However, shedding prior to hospitalisation cannot be constrained due to lack of samples, and information on viral variants was not available."
10.1101/2023.01.18.22277474,"COVID-19 isolation and quarantine orders in Berlin-Reinickendorf (Germany): How many, how long and to whom?","Isolating COVID-19 cases and quarantining their close contacts can prevent COVID-19 transmissions but also inflict harm. We analysed isolation and quarantine orders by the local public health agency in Berlin-Reinickendorf (Germany) and their dependence on the recommendations by the Robert Koch Institute, the national public health institute. Between 3 March 2020 and 18 December 2021 the local public health agency ordered 24603 isolations and 45014 quarantines (mean contacts per case 1.9). More days of quarantine per 100 inhabitants were ordered for children than for adults: 4.1 for children aged 0-6, 5.2 for children aged 7-17, 0.9 for adults aged 18-64 and 0.3 for elderly aged 65-110. The mean duration for isolation orders was 10.2 and for quarantine orders 8.2 days. We calculated a delay of 4 days between contact and quarantine order. 3484 of contact persons were in quarantine when they developed an infection. Our study quantifies isolation and quarantine orders, shows that children had been ordered to quarantine more than adults and that there were fewer school days lost to isolation or quarantine as compared to school closures. Our results indicate that the recommendations of the Robert Koch Institute had an influence on isolation and quarantine duration as well as contact identification and that the local public health agency was not able to provide rigorous contact tracing, as the mean number of contacts was lower than expected."
10.1101/2023.01.23.23284722,Transformation of forecasts for evaluating predictive performance in an epidemiological context,"Forecast evaluation is essential for the development of predictive epidemic models and can inform their use for public health decision-making. Common scores to evaluate epidemiological forecasts are the Continuous Ranked Probability Score (CRPS) and the Weighted Interval Score (WIS), which can be seen as measures of the absolute distance between the forecast distribution and the observation. However, applying these scores directly to predicted and observed incidence counts may not be the most appropriate due to the exponential nature of epidemic processes and the varying magnitudes of observed values across space and time. In this paper, we argue that transforming counts before applying scores such as the CRPS or WIS can effectively mitigate these difficulties and yield epidemiologically meaningful and easily interpretable results. Using the CRPS on log-transformed values as an example, we list three attractive properties: Firstly, it can be interpreted as a probabilistic version of a relative error. Secondly, it reflects how well models predicted the time-varying epidemic growth rate. And lastly, using arguments on variance-stabilizing transformations, it can be shown that under the assumption of a quadratic mean-variance relationship, the logarithmic transformation leads to expected CRPS values which are independent of the order of magnitude of the predicted quantity. Applying a transformation of log(x + 1) to data and forecasts from the European COVID-19 Forecast Hub, we find that it changes model rankings regardless of stratification by forecast date, location or target types. Situations in which models missed the beginning of upward swings are more strongly emphasised while failing to predict a downturn following a peak is less severely penalised when scoring transformed forecasts as opposed to untransformed ones. We conclude that appropriate transformations, of which the natural logarithm is only one particularly attractive option, should be considered when assessing the performance of different models in the context of infectious disease incidence."
10.1101/2022.09.05.22279599,Scaling rules for pandemics: Estimating infected fraction from identified cases for the SARS-Cov-2 Pandemic,"Using a modified form of the SIR model, we show that, under general conditions, all pandemics exhibit certain scaling rules. Using only daily data for symptomatic, confirmed cases, these scaling rules can be used to estimate: (i) reff, the effective pandemic R-parameter; (ii) ftot, the fraction of exposed individuals that were infected (symptomatic and asymptomatic); (iii) Leff, the effective latency, the average number of days an infected individual is able to infect others in the pool of susceptible individuals; and (iv) , the probability of infection per contact between infected and susceptible individuals. We validate the scaling rules using an example and then apply our method to estimate reff, ftot, Leff and  for the first phase of the SARS-Cov-2, Covid-19 pandemic for several countries where there was a well separated first peak in identified infected daily cases after the outbreak of the pandemic in early 2020. Our results are general and can be applied to any pandemic."
